business_date,account_number,account_currency,account_balance,client_rate,days_in_year,interest_revenue_usd,interest_expense_usd
20260406,5695781,USD,-347320.31,0.43904,365,4.177739969928767,0.0
20260406,6091995,GBP,-966805.05,9.95718,360,334.2587467971874,0.0
20260406,1230596,EUR,787673.25,2.38908,360,0.0,-57.499884692250006
20260406,5993899,USD,272886.52,4.05247,365,0.0,-30.29765577272329
20260406,5122990,EUR,-997241.32,6.17311,360,188.10245559432556,0.0
20260406,7497127,JPY,359351.26,4.09754,360,0.0,-0.26586014034312777
20260406,1294358,GBP,-567249.04,8.17698,360,161.05500191316668,0.0
20260406,8594902,GBP,927238.81,0.73399,360,0.0,-23.63138938027431
20260406,8833276,JPY,-110287.44,7.59555,360,0.1512502631055,0.0
20260406,3873798,USD,-553624.44,2.26133,365,34.29938506589589,0.0
20260406,5721005,GBP,-939502.29,6.70495,360,218.7262458102604,0.0
20260406,5970345,USD,-882544.17,7.84753,365,189.74772192876986,0.0
20260406,2247752,GBP,-887139.31,8.18404,360,252.09665272959725,0.0
20260406,5695154,JPY,-937020.72,6.25517,360,1.0582765369804332,0.0
20260406,6357777,JPY,96961.78,7.45619,360,0.0,-0.1305354292699528
20260406,6301288,USD,693221.19,7.36825,365,0.0,-139.94046666349314
20260406,1116908,GBP,-307892.65,0.15744,360,1.6831464866666663,0.0
20260406,3343145,GBP,-302521.42,6.01148,360,63.145884232694435,0.0
20260406,6846899,EUR,-791892.39,3.08246,360,74.58539661464835,0.0
20260406,7796877,EUR,-997630.23,4.74335,360,144.59223018382085,0.0
20260406,1851563,GBP,903510.34,6.46139,360,0.0,-202.70599568654865
20260406,6360678,USD,-84601.21,9.22558,365,21.383430984980826,0.0
20260406,9626510,JPY,474778.48,6.66579,360,0.0,-0.5714174635359667
20260406,7612303,GBP,736419.5,4.0883,360,0.0,-104.5383278420139
20260406,9127678,EUR,-776069.61,3.89448,360,92.35073145078,0.0
20260406,9212803,JPY,-474753.28,3.04632,360,0.2611285465984,0.0
20260406,9871058,USD,3960.43,6.23413,365,0.0,-0.6764338486547945
20260406,6310074,GBP,-405229.76,6.75329,360,95.02201687188888,0.0
20260406,2519598,GBP,-893458.36,9.25433,360,287.0957814131528,0.0
20260406,3659232,JPY,785722.99,1.15803,360,0.0,-0.16428583782536246
20260406,1045807,JPY,-500316.75,9.46964,360,0.85543963347375,0.0
20260406,2435986,EUR,-854439.0,5.11697,360,133.59312785591666,0.0
20260406,1660501,USD,-155331.19,6.73631,365,28.667371192024657,0.0
20260406,2558274,JPY,608800.61,6.81528,360,0.0,-0.7491514732940333
20260406,5732369,USD,-663103.64,1.6008,365,29.082090600328772,0.0
20260406,3938287,USD,-126213.41,6.91274,365,23.90357500940822,0.0
20260406,4764993,GBP,-628950.41,2.08547,360,45.543653178565975,0.0
20260406,1309963,JPY,636235.35,3.41708,360,0.0,-0.39253989120991667
20260406,5091701,JPY,45681.18,8.72442,360,0.0,-0.07195893618615
20260406,2183493,EUR,156747.1,8.41472,360,0.0,-40.302257028977785
20260406,5741882,GBP,495097.13,6.9381,360,0.0,-119.27199297406248
20260406,5618219,JPY,879406.87,1.61257,360,0.0,-0.2560467607309264
20260406,7466780,JPY,-788402.14,2.04842,360,0.2915933784867278,0.0
20260406,2551726,EUR,691107.14,6.76366,360,0.0,-142.82930806626777
20260406,5391649,EUR,-51542.66,2.79939,360,4.408800213198334,0.0
20260406,3900203,USD,281000.12,2.91635,365,0.0,-22.451909587999996
20260406,2650870,GBP,705551.43,1.82734,360,0.0,-44.76674826722917
20260406,8062215,USD,-346696.07,3.98808,365,37.88086747522192,0.0
20260406,8559012,EUR,739061.68,1.23228,360,0.0,-27.827889437040007
20260406,4620597,JPY,262835.21,7.00988,360,0.0,-0.33266337033850557
20260406,6519803,JPY,-441978.89,0.04187,360,0.003341299022443055,0.0
20260406,6687136,EUR,839585.83,0.35406,360,0.0,-9.083059301855
20260406,8789573,USD,-884330.86,7.93165,365,192.16994152654794,0.0
20260406,1667538,USD,181088.99,1.35538,365,0.0,-6.724503979895889
20260406,5607455,EUR,-966265.17,8.25728,360,243.79428525642672,0.0
20260406,3013338,JPY,-836647.03,0.18211,360,0.02750976775323472,0.0
20260406,5872691,GBP,-799659.3,1.58752,360,44.078997636666664,0.0
20260406,3062624,USD,788530.31,4.88609,365,0.0,-105.55698801062742
20260406,5261663,GBP,117405.56,4.02872,360,0.0,-16.423407211222223
20260406,3300612,JPY,-479977.49,4.7784,360,0.41410857912233334,0.0
20260406,5010768,EUR,-218729.05,9.8643,360,65.92694068629167,0.0
20260406,2325831,USD,676096.15,6.14184,365,0.0,-113.76642131276714
20260406,8503416,USD,140229.61,1.45688,365,0.0,-5.597197649775342
20260406,2881397,JPY,-936742.88,1.8043,360,0.3051687127637777,0.0
20260406,4911251,EUR,742455.06,7.80952,360,0.0,-177.16776122745338
20260406,4546434,USD,76928.06,3.23879,365,0.0,-6.826132368421916
20260406,1762557,JPY,-607611.86,6.1772,360,0.6776863855652222,0.0
20260406,6267382,USD,430413.68,4.08926,365,0.0,-48.22119027607671
20260406,9167575,GBP,67783.36,0.85533,360,0.0,-2.0130951843333333
20260406,3719713,USD,-621320.67,9.96251,365,169.58666816662193,0.0
20260406,9971541,JPY,300176.25,4.13983,360,0.0,-0.2243725331317708
20260406,8188106,GBP,282809.0,1.37685,360,0.0,-13.520332348958332
20260406,1321199,USD,909444.12,8.26995,365,0.0,-206.05636712860272
20260406,6362695,USD,-471471.38,4.73615,365,61.17696373663014,0.0
20260406,4829994,EUR,96736.53,1.2365,360,0.0,-3.6548942022083333
20260406,3429488,EUR,-357946.71,5.7791,360,63.207522637141665,0.0
20260406,8392053,USD,-403639.07,7.44042,365,82.28066326601095,0.0
20260406,1029092,GBP,11282.71,3.29601,360,0.0,-1.2912473953854164
20260406,6113050,EUR,429719.2,5.02468,360,0.0,-65.97560046782223
20260406,8709019,EUR,209627.39,8.81592,360,0.0,-56.46844805704668
20260406,1657191,EUR,-765329.23,3.75244,360,87.75103381675889,0.0
20260406,1883435,JPY,844753.74,9.29735,360,0.0,-1.4180781305507917
20260406,5081534,USD,417488.1,2.61366,365,0.0,-29.895121847835615
20260406,9260768,GBP,158653.2,4.83376,360,0.0,-26.628176806666666
20260406,4509934,GBP,-711530.48,7.6779,360,189.6895789025,0.0
20260406,8988597,USD,-730222.73,3.12698,365,62.5586814316548,0.0
20260406,1207580,EUR,-413079.45,3.42194,360,43.19128895684168,0.0
20260406,1769032,GBP,846190.13,6.58315,360,0.0,-193.42349146907986
20260406,4772380,JPY,-706052.74,4.90727,360,0.6255873414230194,0.0
20260406,9865465,JPY,309333.52,3.17887,360,0.0,-0.17754588343598887
20260406,9399625,GBP,289752.17,4.77152,360,0.0,-48.00549563188888
20260406,7065925,JPY,-816107.13,2.7419,360,0.4040263030098749,0.0
20260406,4931895,USD,414672.04,3.54964,365,0.0,-40.32702630316712
20260406,4100786,JPY,-47567.12,8.21231,360,0.07053148830852222,0.0
20260406,8285880,JPY,1511.9,5.42269,360,0.0,-0.0014802964603194448
20260406,3651788,GBP,-989018.32,4.31934,360,148.33008299683334,0.0
20260406,1209720,JPY,793596.13,3.03609,360,0.0,-0.43503584119877914
20260406,3218222,GBP,220740.04,7.52664,360,0.0,-57.68856995366667
20260406,4990919,EUR,209055.98,8.50737,360,0.0,-54.34356193971834
20260406,9302089,EUR,-221766.35,2.61003,360,17.686069698320832,0.0
20260406,4015624,JPY,403529.64,9.972,360,0.0,-0.72655511682
20260406,7553968,EUR,666055.08,6.29231,360,0.0,-128.05909845773
20260406,8900171,GBP,-9987.88,8.81347,360,3.0565236369305557,0.0
20260406,2695625,EUR,90166.35,4.74212,360,0.0,-13.064933800783335
20260406,9283032,USD,-583291.99,7.10801,365,113.59028213260001,0.0
20260406,8016611,EUR,-293593.8,9.86182,360,88.46961471076668,0.0
20260406,4837478,EUR,-63678.34,9.44218,360,18.371905089425557,0.0
20260406,5024537,GBP,322549.53,2.18757,360,0.0,-24.499988727156254
20260406,3780877,EUR,863486.47,7.38086,360,0.0,-194.7388894905728
20260406,4031863,JPY,-725840.91,2.49988,360,0.32762079532195,0.0
20260406,2150311,USD,58066.94,9.71221,365,0.0,-15.450912748969865
20260406,2595776,EUR,221925.28,7.90908,360,0.0,-53.631868691573345
20260406,4117173,EUR,650995.47,8.15074,360,0.0,-162.130674968405
20260406,9051964,JPY,687154.37,9.36732,360,0.0,-1.1621990743256834
20260406,5825885,USD,321375.8,7.32711,365,0.0,-64.51385857364383
20260406,4244811,USD,-610744.42,3.14282,365,52.58793912505205,0.0
20260406,6880823,EUR,559623.62,6.61197,360,0.0,-113.06211237234835
20260406,4033932,GBP,157099.76,5.36366,360,0.0,-29.25797565005556
20260406,1621747,USD,922667.8,7.30664,365,0.0,-184.70140970389045
20260406,2281258,USD,906432.68,2.63124,365,0.0,-65.34361438145754
20260406,5623190,GBP,103326.68,5.49953,360,0.0,-19.730839460430552
20260406,5423475,USD,886721.57,2.77955,365,0.0,-67.52566958612329
20260406,5361862,USD,-948531.16,7.2569,365,188.58618561654794,0.0
20260406,1983061,GBP,831009.22,8.00788,360,0.0,-231.0632678004722
20260406,1296412,EUR,929115.14,1.7813,360,0.0,-50.570446632505565
20260406,2594362,GBP,958151.5,9.59903,360,0.0,-319.35156225850704
20260406,7318653,JPY,555995.17,5.47332,360,0.0,-0.5494557401421833
20260406,7400231,JPY,-638678.6,8.82119,360,1.017232897693639,0.0
20260406,9151496,EUR,949315.47,2.54228,360,0.0,-73.74356406607666
20260406,6040360,JPY,-144089.55,1.93819,360,0.050424278109562494,0.0
20260406,8156065,JPY,-57535.39,9.4921,360,0.0986071080617639,0.0
20260406,8451062,USD,-969747.97,9.93364,365,263.92129382769315,0.0
20260406,9705398,USD,-313344.14,2.00131,365,17.180787967764385,0.0
20260406,4547480,EUR,-485709.96,5.62221,360,83.43999260091002,0.0
20260406,4787415,JPY,-100370.99,7.15549,360,0.12967565275078194,0.0
20260406,9434320,JPY,-461630.26,3.44693,360,0.2873012985739361,0.0
20260406,5528268,GBP,-105436.83,4.09397,360,14.988028434552083,0.0
20260406,3222494,USD,-704868.07,4.99987,365,96.55475937399724,0.0
20260406,1487707,GBP,904054.06,0.65261,360,0.0,-20.485927781131945
20260406,1092091,JPY,328259.85,5.83625,360,0.0,-0.3459095158932291
20260406,6590938,EUR,976906.67,3.84693,360,0.0,-114.83057593403916
20260406,1893150,JPY,-990364.63,7.2857,360,1.3027985361428194,0.0
20260406,7506016,EUR,671624.12,2.34846,360,0.0,-48.19473941502001
20260406,9924435,EUR,-831458.13,7.82364,360,198.76477757257,0.0
20260406,9042153,GBP,547687.41,0.82079,360,0.0,-15.608901015760418
20260406,6518358,JPY,844942.68,3.04198,360,0.0,-0.4640817158081
20260406,9286151,GBP,-718641.5,5.54099,360,138.26338073211804,0.0
20260406,4940063,JPY,912291.86,1.47756,360,0.0,-0.24338274289723333
20260406,9810351,EUR,-127475.72,2.19858,360,8.56367014792667,0.0
20260406,8224589,USD,-311584.5,1.5953,365,13.618376790410958,0.0
20260406,2525068,JPY,591531.82,8.67301,360,0.0,-0.926315251004397
20260406,4337013,EUR,706157.46,4.23245,360,0.0,-91.323715437075
20260406,8716492,USD,673039.12,7.17065,365,0.0,-132.22268399528767
20260406,3135896,JPY,248044.47,5.8877,360,0.0,-0.2636853963645417
20260406,5572530,USD,-407600.27,6.13762,365,68.53960463444932,0.0
20260406,3416738,JPY,-446909.22,9.36232,360,0.7554637871066,0.0
20260406,7158382,JPY,-542689.1,3.37134,360,0.33034254326558327,0.0
20260406,3332127,USD,-707053.42,2.68577,365,52.02692777625754,0.0
20260406,2926252,GBP,-214850.84,4.35288,360,32.47291404233333,0.0
20260406,3074278,USD,712096.48,4.45075,365,0.0,-86.83187420164384
20260406,5983926,USD,992344.65,9.01476,365,0.0,-245.08900978175348
20260406,5334165,EUR,387189.36,8.59951,360,0.0,-101.73896251486002
20260406,2278343,USD,-687696.73,4.17965,365,78.74881198752054,0.0
20260406,4032115,JPY,347126.1,7.81517,360,0.0,-0.4898200455302917
20260406,1690778,JPY,-449283.17,4.89274,360,0.39690186921410275,0.0
20260406,5044064,USD,435268.79,8.57305,365,0.0,-102.23509863313699
20260406,9566765,EUR,-527428.28,1.55284,360,25.02535842629778,0.0
20260406,7634699,JPY,-671870.01,9.62253,360,1.1673077952115125,0.0
20260406,3350959,GBP,268948.15,2.52604,360,0.0,-23.589367528680555
20260406,6959322,USD,370302.47,2.97815,365,0.0,-30.214145233712326
20260406,7036207,GBP,-630455.91,0.01313,360,0.28742660063541664,0.0
20260406,4343867,EUR,24016.04,3.26302,360,0.0,-2.3944805756911114
20260406,7362473,GBP,761298.41,7.77481,360,0.0,-205.51911427264238
20260406,3642800,USD,369633.4,5.9432,365,0.0,-60.18644446246575
20260406,9181311,GBP,351760.5,9.42154,360,0.0,-115.073806290625
20260406,2658332,JPY,447107.76,8.31564,360,0.0,-0.6713032396356
20260406,5451441,GBP,-299956.16,1.24955,360,13.014243740555553,0.0
20260406,6018768,EUR,-588108.42,8.6142,360,154.7969974089,0.0
20260406,1771279,EUR,467003.48,4.97922,360,0.0,-71.05123262372666
20260406,9076818,EUR,623881.77,5.15512,360,0.0,-98.27233136607333
20260406,5074999,JPY,791612.55,9.19331,360,0.0,-1.3140002005073124
20260406,1663431,EUR,590477.96,0.16976,360,0.0,-3.0628747871822224
20260406,9966309,JPY,-307821.75,3.08302,360,0.17135094377645832,0.0
20260406,2588404,EUR,-66054.49,0.05762,360,0.1162962690327778,0.0
20260406,9641123,EUR,559819.48,1.56759,360,0.0,-26.814560014403334
20260406,4892825,EUR,75189.77,8.79879,360,0.0,-20.21491377822584
20260406,6353374,JPY,114312.84,4.28443,360,0.0,-0.08842985686188333
20260406,3871083,EUR,885090.58,8.59321,360,0.0,-232.3985040349439
20260406,9998331,JPY,915216.33,0.50464,360,0.0,-0.08339044436146664
20260406,5738379,JPY,522431.79,2.17092,360,0.0,-0.20477845944595
20260406,9671734,JPY,619133.42,8.19123,360,0.0,-0.9156810440386917
20260406,7542224,GBP,-471043.43,8.61216,360,140.85768701766665,0.0
20260406,3644046,EUR,187633.15,5.51533,360,0.0,-31.620683758568052
20260406,7403679,JPY,-44148.7,0.59543,360,0.004746347024069444,0.0
20260406,6814104,GBP,-917903.82,6.08143,360,193.82527180772917,0.0
20260406,4763302,USD,767070.39,8.57206,365,0.0,-180.14721663844935
20260406,1926097,JPY,-408575.25,3.81009,360,0.2810723634103125,0.0
20260406,2983438,JPY,863535.6,1.3339,360,0.0,-0.207976552485
20260406,6193951,EUR,272998.17,4.47331,360,0.0,-37.3146107840825
20260406,1383609,JPY,626097.61,5.97342,360,0.0,-0.6752676640533417
20260406,4105003,USD,-82461.61,8.23945,365,18.614748288068494,0.0
20260406,2863082,JPY,-625170.2,8.94549,360,1.0097485977940832,0.0
20260406,3510963,JPY,749439.31,6.19735,360,0.0,-0.8385970861357014
20260406,2753313,EUR,565255.63,0.50993,360,0.0,-8.807357881846945
20260406,3386149,JPY,509087.75,8.78637,360,0.0,-0.8076310186330208
20260406,4481591,USD,-574420.25,6.10829,365,96.12946490061644,0.0
20260406,6766392,GBP,43294.73,3.73899,360,0.0,-5.620783420927084
20260406,3803005,EUR,-354743.47,1.80696,360,19.58633296128666,0.0
20260406,3264719,GBP,225553.31,4.03871,360,0.0,-31.63001418854514
20260406,6256583,USD,64854.89,5.0645,365,0.0,-8.99883809328767
20260406,4044221,JPY,-645235.46,6.60276,360,0.7692271321708999,0.0
20260406,5126553,GBP,247460.04,3.3301,360,0.0,-28.61342636125
20260406,6098227,EUR,-923647.8,6.59402,360,186.10020202143338,0.0
20260406,2661342,GBP,-858524.66,4.11736,360,122.7380241006111,0.0
20260406,6645812,JPY,-634439.48,5.35089,360,0.6129528652608832,0.0
20260406,6218907,GBP,157608.4,8.52484,360,0.0,-46.652305300555554
20260406,3916933,USD,518974.86,5.04085,365,0.0,-71.67327186386301
20260406,8710611,JPY,564941.79,9.64669,360,0.0,-0.9839949737538375
20260406,9257668,JPY,-446723.49,5.17054,360,0.41704752446944166,0.0
20260406,7273672,JPY,-231587.94,9.67719,360,0.40464675641877496,0.0
20260406,6573945,USD,-532499.08,2.59249,365,37.8218778057315,0.0
20260406,5886202,EUR,-927357.07,6.03987,360,171.14521558386085,0.0
20260406,4906997,USD,-9885.93,0.42288,365,0.11453594735342465,0.0
20260406,7466751,JPY,90128.44,3.83548,360,0.0,-0.062415496912022216
20260406,1785786,JPY,870167.55,3.43946,360,0.0,-0.5403858924972083
20260406,3427667,GBP,423755.04,8.12947,360,0.0,-119.61471823016664
20260406,6311154,USD,868606.19,9.96421,365,0.0,-237.1225886153397
20260406,7557734,EUR,-440993.23,8.00596,360,107.87865487821888,0.0
20260406,1563889,JPY,449218.67,1.16717,360,0.0,-0.0946679057754264
20260406,1277834,USD,196582.71,5.68158,365,0.0,-30.600010780323288
20260406,6506933,JPY,-406405.11,3.85094,360,0.2825769725825583,0.0
20260406,6585056,EUR,-577700.61,0.20777,360,3.6675483698241673,0.0
20260406,5730654,EUR,-417920.46,5.6646,360,72.33576281910001,0.0
20260406,4894325,GBP,959370.09,5.02153,360,0.0,-167.27450305686457
20260406,6379105,GBP,-953576.85,8.28529,360,274.32849790057287,0.0
20260406,4244998,GBP,809667.18,3.16104,360,0.0,-88.8677202315
20260406,4998585,EUR,543371.44,9.34974,360,0.0,-155.23388489356003
20260406,3816112,USD,87181.46,0.53255,365,0.0,-1.2720133293972602
20260406,7900725,USD,716487.66,0.41458,365,0.0,-8.138122029665753
20260406,2732141,EUR,-896066.67,3.73641,360,102.30221425278252,0.0
20260406,9675237,EUR,88454.52,2.55178,360,0.0,-6.8968922930600005
20260406,7905043,USD,-429153.39,7.36728,365,86.62173115285479,0.0
20260406,7134896,JPY,-980390.77,9.13661,360,1.6173170204189733,0.0
20260406,2634461,USD,238094.2,5.34123,365,0.0,-34.84153106482192
20260406,3887569,EUR,315521.26,1.33977,360,0.0,-12.916625287811668
20260406,2746988,USD,181552.05,5.43915,365,0.0,-27.054488568698627
20260406,5896986,USD,-219011.63,4.95308,365,29.720058200558906,0.0
20260406,2020346,EUR,608543.49,1.5721,360,0.0,-29.232231741441666
20260406,2886522,JPY,-313682.53,0.22819,360,0.012924025205126389,0.0
20260406,6523632,EUR,207916.51,3.63541,360,0.0,-23.095775988361392
20260406,4119331,GBP,992115.84,9.89953,360,0.0,-341.02362922066675
20260406,8301078,GBP,691696.87,8.97944,360,0.0,-215.66147716502778
20260406,5003487,USD,288550.13,9.64802,365,0.0,-76.27225822582466
20260406,1834938,EUR,348339.12,2.08018,360,0.0,-22.140802158493333
20260406,1807400,JPY,682002.38,8.67336,360,0.0,-1.0680316404688668
20260406,7505134,USD,-648381.06,4.93301,365,87.62932199426304,0.0
20260406,7472036,EUR,-779582.98,9.06796,360,216.00416686813557,0.0
20260406,4931792,USD,-558210.4,2.29249,365,35.06004821632877,0.0
20260406,5367207,USD,489079.67,4.28484,365,0.0,-57.41446940281644
20260406,4581877,EUR,539465.09,2.60628,360,0.0,-42.96102172893667
20260406,9043732,JPY,-943604.42,0.58845,360,0.10025600378245832,0.0
20260406,5297255,JPY,-880044.57,4.42821,360,0.7036290020716124,0.0
20260406,5149570,GBP,963130.19,0.42117,360,0.0,-14.084775768135414
20260406,9694353,JPY,-15794.22,7.11399,360,0.020287208344325,0.0
20260406,2779892,GBP,71806.87,4.78103,360,0.0,-11.92051387764236
20260406,7363634,EUR,224364.44,7.45167,360,0.0,-51.08552064656334
20260406,8252270,USD,928886.64,6.53283,365,0.0,-166.25365776414245
20260406,6518225,USD,-681000.0,6.28106,365,117.1890920547945,0.0
20260406,1920243,JPY,266163.8,9.56581,360,0.0,-0.4597075057751944
20260406,4421103,USD,-848386.25,1.78112,365,41.39938952328767,0.0
20260406,4402410,EUR,26889.63,8.50751,360,0.0,-6.990004881484167
20260406,9809609,JPY,-119467.76,7.52669,360,0.1623549767873222,0.0
20260406,3835309,JPY,-463623.72,4.83934,360,0.4051003690400333,0.0
20260406,9400944,GBP,-118894.57,2.13964,360,8.83304089426389,0.0
20260406,6058211,EUR,396515.84,2.43568,360,0.0,-29.51011864689778
20260406,8422244,GBP,681964.37,1.09711,360,0.0,-25.97881701287153
20260406,3958963,JPY,569809.49,4.7534,360,0.0,-0.4890405775966389
20260406,4191319,GBP,169726.62,7.39386,360,0.0,-43.574127310875
20260406,6042486,EUR,793957.61,9.02874,360,0.0,-219.03556985784837
20260406,3979718,GBP,387701.03,6.4013,360,0.0,-86.17328483815973
20260406,4768553,JPY,676530.75,7.5333,360,0.0,-0.920203031759375
20260406,9677980,GBP,-203533.96,9.76754,360,69.02868387702777,0.0
20260406,9403037,JPY,396746.56,9.68073,360,0.0,-0.6934771143785333
20260406,9325344,JPY,-850988.81,9.9737,360,1.532466558692514,0.0
20260406,8717753,GBP,914275.9,4.56055,360,0.0,-144.77781096336804
20260406,6426967,USD,258618.15,2.41701,365,0.0,-17.125552184424656
20260406,4476808,EUR,713415.21,8.29194,360,0.0,-180.75432577911502
20260406,7917571,JPY,-29203.87,0.91525,360,0.00482604091982639,0.0
20260406,9341219,USD,-938312.88,1.90307,365,48.92260527511233,0.0
20260406,5394203,EUR,-15918.29,4.08976,360,1.9892273411511114,0.0
20260406,5622776,USD,451576.38,2.47985,365,0.0,-30.680594135424652
20260406,9596108,GBP,-869345.71,4.0627,360,122.63509777836806,0.0
20260406,6214802,JPY,-799396.91,2.38653,360,0.34446112776513754,0.0
20260406,6556452,USD,-891394.4,9.66018,365,235.91863986279455,0.0
20260406,7664102,USD,-760238.85,9.19571,365,191.5324930228356,0.0
20260406,7865999,EUR,228682.67,2.56288,360,0.0,-17.908190706071114
20260406,8562635,EUR,748785.37,0.39419,360,0.0,-9.018890986120278
20260406,5435786,JPY,-58152.68,4.21704,360,0.044278032078799996,0.0
20260406,3862750,USD,617568.41,3.46826,365,0.0,-58.681857908673976
20260406,8085757,JPY,-202837.77,2.20607,360,0.0807939743115375,0.0
20260406,7785932,EUR,710541.02,8.26935,360,0.0,-179.53565616974166
20260406,5906526,JPY,-684879.59,4.8331,360,0.597655418105236,0.0
20260406,3578305,GBP,147873.4,8.26554,360,0.0,-42.43935773041666
20260406,2255950,JPY,40331.0,6.10704,360,0.0,-0.044471380459999994
20260406,9277304,GBP,-794323.2,5.28397,360,145.7354152466667,0.0
20260406,4696458,JPY,-523516.81,3.61592,360,0.3417907464860778,0.0
20260406,2615270,JPY,-30760.75,3.70158,360,0.020558665288958333,0.0
20260406,2089100,GBP,543691.96,2.42969,360,0.0,-45.86815688515277
20260406,7445860,EUR,809538.89,3.6146,360,0.0,-89.41042219370556
20260406,6925803,JPY,471304.31,1.53294,360,0.0,-0.13044799967539164
20260406,5675195,EUR,-413971.34,6.41,360,81.08088662055557,0.0
20260406,9131526,USD,-794436.29,2.1902,365,47.67053047556164,0.0
20260406,9957541,EUR,50436.98,9.07374,360,0.0,-13.983812422103338
20260406,1384903,USD,-311264.74,4.32727,365,36.9020978482137,0.0
20260406,8609420,EUR,126639.49,7.47879,360,0.0,-28.93947684885584
20260406,2768407,EUR,-204112.04,7.50522,360,46.80823170371334,0.0
20260406,9105925,USD,-241610.59,2.2418,365,14.839523853753423,0.0
20260406,6521980,GBP,823963.08,6.44254,360,0.0,-184.31996879941667
20260406,8249433,EUR,335070.44,6.16449,360,0.0,-63.11367262064334
20260406,6125702,USD,339412.31,8.09053,365,0.0,-75.23357469655616
20260406,2540710,EUR,-732558.76,6.97442,360,156.11360315586447,0.0
20260406,4346386,EUR,-220671.44,6.71605,360,45.28456852981112,0.0
20260406,6783877,EUR,525535.2,9.46738,360,0.0,-152.02737738759998
20260406,7672028,EUR,133896.54,6.05267,360,0.0,-24.763186884388336
20260406,7461202,JPY,-79273.28,5.8394,360,0.08358068175022222,0.0
20260406,5294329,EUR,945519.41,1.76931,360,0.0,-51.1169067232725
20260406,8750981,USD,-727262.33,1.51873,365,30.260688176463013,0.0
20260406,2199728,EUR,-678476.87,7.05604,360,146.2804424215078,0.0
20260406,2543992,USD,126494.04,8.48096,365,0.0,-29.391531328175343
20260406,2959484,USD,-189644.9,7.93706,365,41.238984931342465,0.0
20260406,1767128,GBP,-38632.62,9.31713,360,12.498095235437503,0.0
20260406,5509408,USD,95748.81,1.49124,365,0.0,-3.9119028883397258
20260406,3331774,USD,-745059.65,8.62543,365,176.0673933397123,0.0
20260406,1434368,GBP,-459757.45,5.54048,360,88.44711654777777,0.0
20260406,7077449,EUR,74311.53,7.14867,360,0.0,-16.2319851578225
20260406,3834523,JPY,-612891.67,2.97507,360,0.3292242092870792,0.0
20260406,2167498,GBP,679179.27,0.20636,360,0.0,-4.8665081304583335
20260406,9905184,JPY,566975.73,0.06013,360,0.0,-0.006155545255329167
20260406,4791296,EUR,136340.42,2.00774,360,0.0,-8.364159064885557
20260406,8020480,EUR,-10146.13,2.6915,360,0.8344205495694444,0.0
20260406,3933811,JPY,859116.65,5.83768,360,0.0,-0.9055309043032777
20260406,4833538,JPY,504674.38,8.57083,360,0.0,-0.7809891404494472
20260406,9919757,USD,-923742.25,3.34053,365,84.54215612034245,0.0
20260406,1238366,EUR,-553234.31,8.2964,360,140.2455122897889,0.0
20260406,7877037,GBP,-854035.9,2.32809,360,69.03723744552083,0.0
20260406,5407900,GBP,989369.41,4.29448,360,0.0,-147.52872027280554
20260406,9457123,EUR,-155618.19,0.9411,360,4.474930735275001,0.0
20260406,9805348,JPY,-731607.05,4.37917,360,0.578469602596257,0.0
20260406,9033076,JPY,-283659.83,6.9812,360,0.3575516398270555,0.0
20260406,1941208,GBP,959898.05,8.21795,360,0.0,-273.9025756943576
20260406,5383233,JPY,-713996.62,4.50241,360,0.5804329414458972,0.0
20260406,3967381,GBP,-286112.83,2.37604,360,23.604705853930557,0.0
20260406,4114659,USD,-448398.46,0.27501,365,3.3784674105369863,0.0
20260406,8303667,USD,580433.74,7.13261,365,0.0,-113.42486296606576
20260406,7537932,USD,-948987.39,3.1063,365,80.76272683717808,0.0
20260406,6607414,EUR,893429.37,6.78538,360,0.0,-185.23565434643504
20260406,7095513,JPY,737393.45,6.424,360,0.0,-0.8552944693944443
20260406,9411603,USD,-271264.23,1.49294,365,11.095375877704107,0.0
20260406,2653005,GBP,802505.02,8.64942,360,0.0,-241.0139920169583
20260406,7243383,USD,-148532.36,2.44741,365,9.959440635276712,0.0
20260406,1441168,JPY,-416155.26,6.40936,360,0.4815938250560666,0.0
20260406,6947117,GBP,-185989.51,5.4933,360,35.47556164177083,0.0
20260406,9888079,USD,649996.9,5.85494,365,0.0,-104.26555752564384
20260406,7074999,JPY,122260.61,4.53565,360,0.0,-0.10012371339867361
20260406,5949331,GBP,-565561.34,5.28184,360,103.72237875227776,0.0
20260406,6280156,USD,-860627.12,7.59241,365,179.02010827833425,0.0
20260406,9399122,USD,213114.05,3.72911,365,0.0,-21.77330780809589
20260406,3144608,JPY,636827.64,7.46119,360,0.0,-0.8579082812609833
20260406,6506126,USD,711026.48,1.05388,365,0.0,-20.52976949979178
20260406,3930299,JPY,645854.06,5.838,360,0.0,-0.6807840004116668
20260406,8818441,USD,26865.96,4.94789,365,0.0,-3.6419127349150684
20260406,6091281,GBP,-244565.34,7.14752,360,60.69568260266667,0.0
20260406,1628373,USD,950805.27,4.44002,365,0.0,-115.66012095631231
20260406,1633389,EUR,844822.01,6.88061,360,0.0,-177.61610686801973
20260406,9379482,USD,504057.09,8.2751,365,0.0,-114.27733768380823
20260406,2157260,JPY,-139855.46,2.82424,360,0.0713168055077111,0.0
20260406,8862148,USD,946931.76,3.93672,365,0.0,-102.13164926649866
